baseClass,equivalentClass
UMLS:C1334642,DOID:7684
UMLS:C0079298,DOID:4644
UMLS:C0029182,DOID:930
UMLS:C0178830,DOID:193
UMLS:C0001261,DOID:8478
UMLS:C0334360,DOID:2614
UMLS:C0010380,DOID:9395
UMLS:C0018213,DOID:12361
UMLS:C0349666,DOID:11812
UMLS:C0221060,DOID:13501
UMLS:C0270922,DOID:5214
UMLS:C0994344,DOID:849
UMLS:C1305256,DOID:3615
UMLS:C0017922,DOID:2748
UMLS:C0154891,DOID:9776
UMLS:C0014070,DOID:640
UMLS:C1266005,DOID:5522
UMLS:C0028425,DOID:14374
UMLS:C0004767,DOID:851
UMLS:C0027873,DOID:8869
UMLS:C0009375,DOID:235
UMLS:C0154945,DOID:13549
UMLS:C0005967,DOID:184
UMLS:C1335382,DOID:8331
UMLS:C0269106,DOID:11427
UMLS:C0400832,DOID:13662
UMLS:C1514200,DOID:8042
UMLS:C0155198,DOID:13037
UMLS:C1333741,DOID:5627
UMLS:C1266063,DOID:7960
UMLS:C0085261,DOID:13482
UMLS:C0002173,DOID:9905
UMLS:C0267095,DOID:9021
UMLS:C0751967,DOID:2378
UMLS:C0014804,DOID:9240
UMLS:C0269032,DOID:9978
UMLS:C0278754,DOID:6052
UMLS:C0155389,DOID:222
UMLS:C0267792,DOID:3118
UMLS:C0149507,DOID:11234
UMLS:C0153286,DOID:14049
UMLS:C1335934,DOID:4278
UMLS:C0027658,DOID:3095
UMLS:C1334303,DOID:6641
UMLS:C0019337,DOID:9976
UMLS:C1333962,DOID:3317
UMLS:C0024054,DOID:13087
UMLS:C1510796,DOID:5623
UMLS:C0020258,DOID:1572
UMLS:C0006818,DOID:13622
UMLS:C0279987,DOID:7732
UMLS:C0154775,DOID:9722
UMLS:C0279671,DOID:3744
UMLS:C0011127,DOID:8717
UMLS:C0042580,DOID:9620
UMLS:C0155418,DOID:11558
UMLS:C0155627,DOID:10651
UMLS:C1334615,DOID:10289
UMLS:C0279548,DOID:5894
UMLS:C0154086,DOID:9108
UMLS:C1332328,DOID:11241
UMLS:C0040034,DOID:1588
UMLS:C1516409,DOID:8179
UMLS:C0031046,DOID:1787
UMLS:C0011616,DOID:2773
UMLS:C0154817,DOID:8464
UMLS:C0155144,DOID:11190
UMLS:C0155302,DOID:1209
UMLS:C1332477,DOID:1641
UMLS:C0153384,DOID:8969
UMLS:C0155690,DOID:10779
UMLS:C0019829,DOID:8567
UMLS:C0346328,DOID:5632
UMLS:C0155193,DOID:13356
UMLS:C0017495,DOID:4249
UMLS:C0206713,DOID:1627
UMLS:C0341004,DOID:11736
UMLS:C0272126,DOID:8931
UMLS:C0042998,DOID:2273
UMLS:C0270853,DOID:4890
UMLS:C1332992,DOID:6230
UMLS:C1332264,DOID:8170
UMLS:C0154191,DOID:14427
UMLS:C1334638,DOID:8012
UMLS:C0155734,DOID:14092
UMLS:C0033075,DOID:11638
UMLS:C1336076,DOID:8029
UMLS:C0040921,DOID:1947
UMLS:C0751483,DOID:4648
UMLS:C0014390,DOID:12397
UMLS:C0035305,DOID:5327
UMLS:C0011640,DOID:4337
UMLS:C0345617,DOID:5099
UMLS:C0877858,DOID:6004
UMLS:C0027070,DOID:2661
UMLS:C0039538,DOID:3307
UMLS:C0086588,DOID:12328
UMLS:C0014306,DOID:11175
UMLS:C0474442,DOID:11034
UMLS:C0152954,DOID:13306
UMLS:C0205647,DOID:6204
UMLS:C0334350,DOID:5446
UMLS:C0685201,DOID:256
UMLS:C1333415,DOID:745
UMLS:C0021051,DOID:612
UMLS:C0206637,DOID:4545
UMLS:C0032027,DOID:9212
UMLS:C1449721,DOID:11603
UMLS:C0153550,DOID:1647
UMLS:C0022802,DOID:648
UMLS:C0236811,DOID:13364
UMLS:C1334281,DOID:6477
UMLS:C0002871,DOID:2355
UMLS:C0477355,DOID:13839
UMLS:C0700501,DOID:9649
UMLS:C0156264,DOID:9590
UMLS:C0271080,DOID:1726
UMLS:C0005424,DOID:9741
UMLS:C0024117,DOID:3083
UMLS:C0155351,DOID:12124
UMLS:C1518716,DOID:3578
UMLS:C0341747,DOID:12145
UMLS:C0238067,DOID:0060183
UMLS:C0155429,DOID:10550
UMLS:C0007193,DOID:12930
UMLS:C0154748,DOID:12528
UMLS:C0221759,DOID:3689
UMLS:C1334682,DOID:5568
UMLS:C0016436,DOID:4409
UMLS:C1368888,DOID:7079
UMLS:C0238432,DOID:5503
UMLS:C0031190,DOID:13042
UMLS:C0152105,DOID:11516
UMLS:C1520099,DOID:2064
UMLS:C1332631,DOID:5285
UMLS:C0042880,DOID:11249
UMLS:C0158336,DOID:9754
UMLS:C0153517,DOID:10149
UMLS:C0280623,DOID:3545
UMLS:C0016037,DOID:13374
UMLS:C1336032,DOID:4490
UMLS:C0494261,DOID:628
UMLS:C0155272,DOID:12360
UMLS:C0085690,DOID:9908
UMLS:C0206307,DOID:3613
UMLS:C0041844,DOID:9749
UMLS:C0155621,DOID:13145
UMLS:C0751101,DOID:13664
UMLS:C0025521,DOID:655
UMLS:C0154916,DOID:14000
UMLS:C0235974,DOID:4905
UMLS:C0152197,DOID:11177
UMLS:C0010232,DOID:8956
UMLS:C0029294,DOID:4501
UMLS:C1518872,DOID:7235
UMLS:C0033936,DOID:252
UMLS:C1515281,DOID:4739
UMLS:C0339946,DOID:2122
UMLS:C0085412,DOID:4270
UMLS:C0878687,DOID:0050026
UMLS:C0152456,DOID:10254
UMLS:C0279628,DOID:4914
UMLS:C0011401,DOID:5608
UMLS:C0005398,DOID:13619
UMLS:C0270733,DOID:4751
UMLS:C1333505,DOID:3253
UMLS:C0205643,DOID:5675
UMLS:C1519861,DOID:6567
UMLS:C1377915,DOID:5921
UMLS:C0271355,DOID:10865
UMLS:C0268548,DOID:9278
UMLS:C0272187,DOID:6612
UMLS:C0042904,DOID:9723
UMLS:C0029488,DOID:6088
UMLS:C0003708,DOID:12156
UMLS:C0206696,DOID:3493
UMLS:C0282550,DOID:4491
UMLS:C0155211,DOID:10122
UMLS:C1518743,DOID:7347
UMLS:C0268342,DOID:14775
UMLS:C1516419,DOID:5368
UMLS:C0268483,DOID:9275
UMLS:C0011156,DOID:5113
UMLS:C1514608,DOID:4087
UMLS:C0340312,DOID:5853
UMLS:C0154089,DOID:8872
UMLS:C0013274,DOID:13832
UMLS:C0432581,DOID:9125
UMLS:C1518713,DOID:7191
UMLS:C0270857,DOID:2548
UMLS:C0345873,DOID:2780
UMLS:C1511275,DOID:6788
UMLS:C0155415,DOID:11557
UMLS:C0334472,DOID:5703
UMLS:C0034124,DOID:238
UMLS:C0151468,DOID:2891
UMLS:C0279602,DOID:7603
UMLS:C0017927,DOID:2751
UMLS:C0030756,DOID:5502
UMLS:C0861854,DOID:5624
UMLS:C0349540,DOID:4863
UMLS:C0014122,DOID:4562
UMLS:C0155379,DOID:14070
UMLS:C0006705,DOID:10575
UMLS:C1333761,DOID:5635
UMLS:C0038362,DOID:9637
UMLS:C0007120,DOID:4926
UMLS:C1516406,DOID:8178
UMLS:C0029134,DOID:1210
UMLS:C0011848,DOID:9409
UMLS:C1266130,DOID:5698
UMLS:C0155259,DOID:11233
UMLS:C0013264,DOID:11723
UMLS:C1332167,DOID:4877
UMLS:C0080024,DOID:3263
UMLS:C0154064,DOID:9087
UMLS:C0156254,DOID:2743
UMLS:C1378703,DOID:4451
UMLS:C0155428,DOID:2000
UMLS:C0031099,DOID:824
UMLS:C1332342,DOID:6697
UMLS:C1334543,DOID:5798
UMLS:C0346163,DOID:5828
UMLS:C1516403,DOID:6428
UMLS:C0001418,DOID:299
UMLS:C0152227,DOID:13757
UMLS:C1336887,DOID:6934
UMLS:C0026603,DOID:2951
UMLS:C0577620,DOID:4379
UMLS:C0040127,DOID:12837
UMLS:C0343312,DOID:13521
UMLS:C0853195,DOID:3436
UMLS:C0007971,DOID:1762
UMLS:C1333965,DOID:907
UMLS:C1519867,DOID:5302
UMLS:C1332630,DOID:6001
UMLS:C0600502,DOID:484
UMLS:C1336045,DOID:14151
UMLS:C1336049,DOID:14152
UMLS:C0154701,DOID:862
UMLS:C0795810,DOID:0050460
UMLS:C0700588,DOID:14099
UMLS:C1515312,DOID:7360
UMLS:C0346352,DOID:14463
UMLS:C1266184,DOID:2129
UMLS:C0011757,DOID:9923
UMLS:C1333155,DOID:4512
UMLS:C0268340,DOID:14759
UMLS:C1333494,DOID:5538
UMLS:C0029607,DOID:9675
UMLS:C0346026,DOID:2079
UMLS:C0206706,DOID:3737
UMLS:C0520575,DOID:559
UMLS:C1335971,DOID:4044
UMLS:C1335170,DOID:8023
UMLS:C0020617,DOID:1607
UMLS:C1517444,DOID:5194
UMLS:C1333396,DOID:5533
UMLS:C1331544,DOID:13160
UMLS:C0026755,DOID:857
UMLS:C0009197,DOID:5463
UMLS:C0025235,DOID:1761
UMLS:C1334646,DOID:8093
UMLS:C0001860,DOID:11329
UMLS:C1333278,DOID:7071
UMLS:C1333750,DOID:6998
UMLS:C0006895,DOID:6680
UMLS:C1333989,DOID:4586
UMLS:C0017980,DOID:9432
UMLS:C0878486,DOID:5162
UMLS:C0003907,DOID:1556
UMLS:C0751937,DOID:367
UMLS:C0154782,DOID:12349
UMLS:C0010324,DOID:3803
UMLS:C1333283,DOID:7103
UMLS:C1334701,DOID:502
UMLS:C0039446,DOID:1272
UMLS:C0013377,DOID:4441
UMLS:C1333369,DOID:8307
UMLS:C0153218,DOID:13453
UMLS:C0242459,DOID:9503
UMLS:C1275226,DOID:2435
UMLS:C0740479,DOID:3352
UMLS:C0005956,DOID:4961
UMLS:C0220726,DOID:14687
UMLS:C1304295,DOID:4290
UMLS:C0013884,DOID:12211
UMLS:C0154058,DOID:8661
UMLS:C0236827,DOID:12685
UMLS:C0039984,DOID:3103
UMLS:C0154325,DOID:1203
UMLS:C1377911,DOID:5859
UMLS:C0003028,DOID:11156
UMLS:C0856817,DOID:8431
UMLS:C0037018,DOID:3825
UMLS:C0020413,DOID:10074
UMLS:C0279665,DOID:3604
UMLS:C0152460,DOID:13477
UMLS:C1516427,DOID:9442
UMLS:C0003466,DOID:10488
UMLS:C0042900,DOID:12306
UMLS:C0271454,DOID:14247
UMLS:C1334977,DOID:7698
UMLS:C0268274,DOID:3321
UMLS:C1513025,DOID:4817
UMLS:C0023290,DOID:9146
UMLS:C0848866,DOID:295
UMLS:C0346066,DOID:5147
UMLS:C0022790,DOID:9597
UMLS:C0155197,DOID:12958
UMLS:C0035222,DOID:11394
UMLS:C1333643,DOID:8000
UMLS:C1334268,DOID:5915
UMLS:C0751651,DOID:700
UMLS:C0152941,DOID:11990
UMLS:C0334314,DOID:4915
UMLS:C0338078,DOID:5715
UMLS:C1333757,DOID:4058
UMLS:C0032226,DOID:1532
UMLS:C1519914,DOID:4117
UMLS:C0009766,DOID:11204
UMLS:C0855011,DOID:5862
UMLS:C1260873,DOID:62
UMLS:C0206062,DOID:3082
UMLS:C0155223,DOID:950
UMLS:C0156315,DOID:10835
UMLS:C1520080,DOID:6339
UMLS:C0029493,DOID:53
UMLS:C0154756,DOID:10593
UMLS:C1332951,DOID:4206
UMLS:C0751774,DOID:9207
UMLS:C1336048,DOID:6872
UMLS:C0031065,DOID:2982
UMLS:C1332194,DOID:6016
UMLS:C0005806,DOID:4176
UMLS:C0085293,DOID:4411
UMLS:C1334677,DOID:4049
UMLS:C1332579,DOID:3367
UMLS:C0920196,DOID:6425
UMLS:C0015469,DOID:13934
UMLS:C0007871,DOID:9681
UMLS:C0154951,DOID:9948
UMLS:C0022572,DOID:3149
UMLS:C0040896,DOID:9784
UMLS:C1334633,DOID:706
UMLS:C1335681,DOID:6190
UMLS:C0032064,DOID:3482
UMLS:C1515292,DOID:7269
UMLS:C0155355,DOID:13861
UMLS:C1334439,DOID:4872
UMLS:C0278876,DOID:3864
UMLS:C0155195,DOID:1571
UMLS:C0162375,DOID:1866
UMLS:C0747273,DOID:9036
UMLS:C0334618,DOID:5042
UMLS:C0031039,DOID:118
UMLS:C1516431,DOID:5752
UMLS:C0152061,DOID:13035
UMLS:C0345907,DOID:268
UMLS:C0206634,DOID:5363
UMLS:C0158331,DOID:312
UMLS:C1279481,DOID:0060013
UMLS:C0259800,DOID:9724
UMLS:C1335724,DOID:712
UMLS:C0346064,DOID:5132
UMLS:C0040213,DOID:14021
UMLS:C0549470,DOID:9283
UMLS:C1266177,DOID:2679
UMLS:C0343714,DOID:13454
UMLS:C0346367,DOID:8400
UMLS:C0152084,DOID:13080
UMLS:C0027927,DOID:9988
UMLS:C1333386,DOID:6608
UMLS:C0022350,DOID:12308
UMLS:C0007131,DOID:3908
UMLS:C0027719,DOID:11664
UMLS:C0040150,DOID:14350
UMLS:C1336876,DOID:14489
UMLS:C1332266,DOID:5134
UMLS:C0024535,DOID:14067
UMLS:C0242343,DOID:9410
UMLS:C0006870,DOID:1849
UMLS:C0038644,DOID:9007
UMLS:C0033300,DOID:3911
UMLS:C1518695,DOID:5896
UMLS:C1332206,DOID:5825
UMLS:C0027537,DOID:11337
UMLS:C1334323,DOID:3116
UMLS:C0153195,DOID:10615
UMLS:C1334945,DOID:4693
UMLS:C1333417,DOID:3809
UMLS:C0242770,DOID:2798
UMLS:C0155891,DOID:11289
UMLS:C1333175,DOID:5712
UMLS:C0152458,DOID:11772
UMLS:C0695242,DOID:13419
UMLS:C0206083,DOID:636
UMLS:C0155733,DOID:10230
UMLS:C1370468,DOID:3445
UMLS:C1518574,DOID:6585
UMLS:C0865849,DOID:5641
UMLS:C1333612,DOID:8153
UMLS:C0022541,DOID:12934
UMLS:C0677608,DOID:277
UMLS:C0235813,DOID:7756
UMLS:C0398661,DOID:11787
UMLS:C0042170,DOID:12297
UMLS:C0008525,DOID:9821
UMLS:C0011860,DOID:9352
UMLS:C0010598,DOID:845
UMLS:C0158996,DOID:11243
UMLS:C1332913,DOID:5830
UMLS:C0037231,DOID:14501
UMLS:C1333873,DOID:5047
UMLS:C0155256,DOID:11230
UMLS:C1333383,DOID:3278
UMLS:C0917796,DOID:705
UMLS:C0035613,DOID:1328
UMLS:C0014493,DOID:13014
UMLS:C1334574,DOID:8149
UMLS:C1334825,DOID:7646
UMLS:C1305875,DOID:10352
UMLS:C0036413,DOID:3140
UMLS:C0346379,DOID:6524
UMLS:C0003113,DOID:4541
UMLS:C1336939,DOID:125
UMLS:C0007766,DOID:10941
UMLS:C0029751,DOID:9880
UMLS:C0162423,DOID:11153
UMLS:C0153065,DOID:10841
UMLS:C0155076,DOID:11871
UMLS:C1519823,DOID:6936
UMLS:C0030758,DOID:5513
UMLS:C0740480,DOID:4848
UMLS:C0206702,DOID:4927
UMLS:C0004692,DOID:12386
UMLS:C1511604,DOID:4302
UMLS:C0162635,DOID:1932
UMLS:C1335929,DOID:3204
UMLS:C0392475,DOID:5325
UMLS:C0036875,DOID:1923
UMLS:C1334782,DOID:6522
UMLS:C0152268,DOID:8838
UMLS:C0155301,DOID:14155
UMLS:C0270707,DOID:2510
UMLS:C1334364,DOID:4553
UMLS:C0152099,DOID:9740
UMLS:C0028790,DOID:10127
UMLS:C1333591,DOID:5301
UMLS:C0043388,DOID:10371
UMLS:C0007302,DOID:1222
UMLS:C1331535,DOID:5437
UMLS:C0334588,DOID:3074
UMLS:C0751690,DOID:5940
UMLS:C0155488,DOID:11783
UMLS:C0003125,DOID:8689
UMLS:C0346340,DOID:4870
UMLS:C1336544,DOID:6696
UMLS:C0026884,DOID:4189
UMLS:C0006271,DOID:2942
UMLS:C0156393,DOID:14275
UMLS:C1336773,DOID:12001
UMLS:C0559469,DOID:4377
UMLS:C0018939,DOID:74
UMLS:C1135993,DOID:3530
UMLS:C1332232,DOID:6958
UMLS:C0342853,DOID:3659
UMLS:C0025160,DOID:11372
UMLS:C0349231,DOID:591
UMLS:C1519321,DOID:7733
UMLS:C0241989,DOID:2093
UMLS:C0043459,DOID:905
UMLS:C1333992,DOID:6901
UMLS:C0334524,DOID:3306
UMLS:C0022906,DOID:13929
UMLS:C0153613,DOID:11809
UMLS:C1266043,DOID:4473
UMLS:C1511339,DOID:8259
UMLS:C0019522,DOID:3896
UMLS:C0020550,DOID:7998
UMLS:C0153196,DOID:7527
UMLS:C1266045,DOID:6404
UMLS:C0221286,DOID:3448
UMLS:C1304213,DOID:14202
UMLS:C0019151,DOID:13413
UMLS:C0003509,DOID:519
UMLS:C1332911,DOID:4867
UMLS:C0007867,DOID:2253
UMLS:C0398676,DOID:13403
UMLS:C0152945,DOID:13386
UMLS:C0334352,DOID:7549
UMLS:C0018054,DOID:14448
UMLS:C0025064,DOID:819
UMLS:C0035459,DOID:4731
UMLS:C0038054,DOID:10607
UMLS:C0272167,DOID:0060020
UMLS:C0220742,DOID:14670
UMLS:C0154773,DOID:11752
UMLS:C0039292,DOID:1388
UMLS:C0021775,DOID:3669
UMLS:C0855173,DOID:2024
UMLS:C0042214,DOID:3298
UMLS:C1336745,DOID:10146
UMLS:C1332892,DOID:2133
UMLS:C0023827,DOID:3382
UMLS:C1333265,DOID:469
UMLS:C0206620,DOID:3081
UMLS:C1334242,DOID:5714
UMLS:C1290358,DOID:5767
UMLS:C0398791,DOID:7400
UMLS:C0079584,DOID:1702
UMLS:C0032310,DOID:10533
UMLS:C0018526,DOID:12797
UMLS:C0154697,DOID:10970
UMLS:C0524620,DOID:14221
UMLS:C0032342,DOID:3819
UMLS:C0038220,DOID:1824
UMLS:C0152264,DOID:10780
UMLS:C1517538,DOID:7591
UMLS:C0268581,DOID:859
UMLS:C0007361,DOID:11258
UMLS:C0750903,DOID:10375
UMLS:C1527170,DOID:8943
UMLS:C0156346,DOID:11431
UMLS:C1333091,DOID:6804
UMLS:C1300347,DOID:4993
UMLS:C0334549,DOID:5866
UMLS:C1518366,DOID:7961
UMLS:C0009460,DOID:2033
UMLS:C1336885,DOID:4910
UMLS:C0004698,DOID:3052
UMLS:C0155163,DOID:12304
UMLS:C0010691,DOID:9266
UMLS:C0001339,DOID:2913
UMLS:C1511305,DOID:8130
UMLS:C1334627,DOID:6274
UMLS:C0155477,DOID:1214
UMLS:C0007273,DOID:3407
UMLS:C0032044,DOID:4744
UMLS:C0018418,DOID:12698
UMLS:C1334662,DOID:3926
UMLS:C0334315,DOID:5390
UMLS:C1368918,DOID:6228
UMLS:C0279682,DOID:3711
UMLS:C0003076,DOID:12271
UMLS:C1333646,DOID:2441
UMLS:C0157743,DOID:1554
UMLS:C1517579,DOID:6976
UMLS:C0025297,DOID:10310
UMLS:C1332553,DOID:3254
UMLS:C0178238,DOID:100
UMLS:C0158295,DOID:12537
UMLS:C0079924,DOID:12215
UMLS:C0270805,DOID:10967
UMLS:C0004031,DOID:13166
UMLS:C1333454,DOID:5276
UMLS:C0376532,DOID:3329
UMLS:C0396023,DOID:0050145
UMLS:C0836924,DOID:2228
UMLS:C0154892,DOID:981
UMLS:C0949570,DOID:3660
UMLS:C1336037,DOID:7678
UMLS:C0040560,DOID:13336
UMLS:C0027721,DOID:10966
UMLS:C0153598,DOID:13168
UMLS:C0038436,DOID:2055
UMLS:C0155439,DOID:10435
UMLS:C0751753,DOID:9280
UMLS:C0036271,DOID:3136
UMLS:C0338575,DOID:3576
UMLS:C0027341,DOID:9467
UMLS:C0004943,DOID:13241
UMLS:C0520459,DOID:8677
UMLS:C0011303,DOID:3213
UMLS:C0019343,DOID:14482
UMLS:C0155772,DOID:10880
UMLS:C0393724,DOID:2550
UMLS:C0154859,DOID:12167
UMLS:C1335096,DOID:7168
UMLS:C0156218,DOID:13409
UMLS:C0037773,DOID:2476
UMLS:C1515107,DOID:6742
UMLS:C0162644,DOID:14089
UMLS:C1332991,DOID:6229
UMLS:C1527311,DOID:4724
UMLS:C0155724,DOID:11299
UMLS:C0023523,DOID:4557
UMLS:C0005461,DOID:12667
UMLS:C1384403,DOID:5500
UMLS:C0019613,DOID:2570
UMLS:C0339611,DOID:9843
UMLS:C0155131,DOID:10428
UMLS:C0431111,DOID:4055
UMLS:C0206661,DOID:3301
UMLS:C0014175,DOID:289
UMLS:C0334244,DOID:4385
UMLS:C0153379,DOID:8930
UMLS:C0341689,DOID:14066
UMLS:C0409974,DOID:8857
UMLS:C0037072,DOID:1897
UMLS:C0152102,DOID:12325
UMLS:C0005741,DOID:9423
UMLS:C0038367,DOID:9673
UMLS:C0011875,DOID:11713
UMLS:C1336982,DOID:2071
UMLS:C0155360,DOID:13789
UMLS:C0023241,DOID:10457
UMLS:C0013100,DOID:14418
UMLS:C0376670,DOID:4988
UMLS:C0037579,DOID:0060123
UMLS:C1516421,DOID:8340
UMLS:C1332171,DOID:5626
UMLS:C0339130,DOID:6969
UMLS:C1519932,DOID:6809
UMLS:C0029707,DOID:1510
UMLS:C0042485,DOID:10128
UMLS:C0027577,DOID:4968
UMLS:C0040962,DOID:5644
UMLS:C0004945,DOID:13431
UMLS:C0007965,DOID:2935
UMLS:C0041782,DOID:13121
UMLS:C0028077,DOID:8499
UMLS:C0002876,DOID:1338
UMLS:C0236795,DOID:11037
UMLS:C0020641,DOID:10443
UMLS:C1512737,DOID:6476
UMLS:C1260325,DOID:6262
UMLS:C0029866,DOID:5199
UMLS:C0027404,DOID:8986
UMLS:C0206658,DOID:4310
UMLS:C1335183,DOID:6407
UMLS:C0008374,DOID:10964
UMLS:C1516760,DOID:7951
UMLS:C0154860,DOID:8500
UMLS:C0206733,DOID:2725
UMLS:C0279988,DOID:4505
UMLS:C0346202,DOID:5636
UMLS:C1332186,DOID:7750
UMLS:C0333572,DOID:6755
UMLS:C1334669,DOID:5560
UMLS:C0751843,DOID:3528
UMLS:C0005686,DOID:365
UMLS:C0877611,DOID:4413
UMLS:C1335513,DOID:3703
UMLS:C0026471,DOID:2346
UMLS:C0005592,DOID:13891
UMLS:C0002891,DOID:11244
UMLS:C0153361,DOID:8849
UMLS:C1370659,DOID:3206
UMLS:C0155519,DOID:1776
UMLS:C0012624,DOID:10986
UMLS:C0030446,DOID:8442
UMLS:C0030326,DOID:1526
UMLS:C0153375,DOID:9149
UMLS:C1337035,DOID:9766
UMLS:C0271342,DOID:10337
UMLS:C0524802,DOID:3419
UMLS:C0542564,DOID:6112
UMLS:C0220689,DOID:14764
UMLS:C0085677,DOID:14183
UMLS:C0005694,DOID:13948
UMLS:C1334717,DOID:7379
UMLS:C1313983,DOID:11213
UMLS:C0278650,DOID:7502
UMLS:C1333764,DOID:6225
UMLS:C0342127,DOID:11277
UMLS:C1274281,DOID:2066
UMLS:C0007104,DOID:7843
UMLS:C0860580,DOID:5605
UMLS:C0022735,DOID:1921
UMLS:C0011615,DOID:3310
UMLS:C0029128,DOID:13561
UMLS:C0005403,DOID:12237
UMLS:C1335158,DOID:7411
UMLS:C0007177,DOID:115
UMLS:C0020597,DOID:1390
UMLS:C0029119,DOID:2473
UMLS:C0033805,DOID:4479
UMLS:C0023003,DOID:4998
UMLS:C1517116,DOID:1965
UMLS:C0038218,DOID:9362
UMLS:C1512779,DOID:5102
UMLS:C1332850,DOID:6547
UMLS:C0158948,DOID:13520
UMLS:C1332463,DOID:7045
UMLS:C0031351,DOID:13801
UMLS:C1333966,DOID:8022
UMLS:C0009187,DOID:2113
UMLS:C0375197,DOID:14559
UMLS:C0154451,DOID:0060040
UMLS:C1266162,DOID:3378
UMLS:C0025281,DOID:9849
UMLS:C0334274,DOID:4012
UMLS:C0156183,DOID:11014
UMLS:C0206093,DOID:171
UMLS:C0155291,DOID:10627
UMLS:C0268837,DOID:2392
UMLS:C0751965,DOID:0050783
UMLS:C0154947,DOID:14445
UMLS:C1335448,DOID:4211
UMLS:C1332903,DOID:3860
UMLS:C0376319,DOID:7280
UMLS:C0339295,DOID:9461
UMLS:C0030409,DOID:12662
UMLS:C1370740,DOID:3950
UMLS:C0036310,DOID:13300
UMLS:C0156286,DOID:9339
UMLS:C0281330,DOID:7631
UMLS:C1335150,DOID:7994
UMLS:C0014761,DOID:1098
UMLS:C0158248,DOID:6643
UMLS:C0009326,DOID:854
UMLS:C0154690,DOID:11488
UMLS:C0011884,DOID:8947
UMLS:C0863015,DOID:4013
UMLS:C0001727,DOID:8438
UMLS:C1370889,DOID:5690
UMLS:C0009595,DOID:10932
UMLS:C0010678,DOID:10079
UMLS:C0018414,DOID:429
UMLS:C0023493,DOID:5603
UMLS:C1335063,DOID:8305
UMLS:C1334561,DOID:4934
UMLS:C1333025,DOID:6525
UMLS:C0001342,DOID:10423
UMLS:C0238124,DOID:9602
UMLS:C1520076,DOID:7567
UMLS:C0334345,DOID:3895
UMLS:C0003128,DOID:3781
UMLS:C0041324,DOID:1639
UMLS:C0016977,DOID:0000000
UMLS:C1511320,DOID:1629
UMLS:C0085697,DOID:1076
UMLS:C0010034,DOID:10124
UMLS:C0154863,DOID:14251
UMLS:C0017407,DOID:14075
UMLS:C1370503,DOID:7233
UMLS:C0010692,DOID:1679
UMLS:C1335751,DOID:6118
UMLS:C0155489,DOID:10963
UMLS:C0153574,DOID:9460
UMLS:C1334678,DOID:4050
UMLS:C0005683,DOID:11355
UMLS:C0015519,DOID:2222
UMLS:C1333266,DOID:5128
UMLS:C0155091,DOID:11543
UMLS:C0014733,DOID:11330
UMLS:C0149782,DOID:3907
UMLS:C1334540,DOID:3203
UMLS:C0036503,DOID:5759
UMLS:C0033740,DOID:2789
UMLS:C0740394,DOID:1920
UMLS:C0334474,DOID:10184
UMLS:C1333442,DOID:5625
UMLS:C1334558,DOID:6333
UMLS:C0242992,DOID:4661
UMLS:C0854915,DOID:4651
UMLS:C0521610,DOID:9765
UMLS:C0403416,DOID:13139
UMLS:C0010481,DOID:12252
UMLS:C1332636,DOID:1634
UMLS:C0346063,DOID:2425
UMLS:C0027059,DOID:820
UMLS:C1333746,DOID:5275
UMLS:C0155169,DOID:1248
UMLS:C0376544,DOID:2531
UMLS:C0346295,DOID:3184
UMLS:C1279945,DOID:2800
UMLS:C0004763,DOID:9206
UMLS:C0019194,DOID:1884
UMLS:C0020619,DOID:1924
UMLS:C0036646,DOID:9669
UMLS:C0014055,DOID:646
UMLS:C0029582,DOID:1579
UMLS:C0154671,DOID:1443
UMLS:C0495094,DOID:12735
UMLS:C0155087,DOID:9858
UMLS:C0035455,DOID:4483
UMLS:C1519866,DOID:3700
UMLS:C1336040,DOID:7819
UMLS:C0863027,DOID:4756
UMLS:C1332611,DOID:6501
UMLS:C1370800,DOID:4896
UMLS:C0004106,DOID:11782
UMLS:C0001442,DOID:1974
UMLS:C1335748,DOID:4918
UMLS:C0015625,DOID:13636
UMLS:C0032463,DOID:8997
UMLS:C0346331,DOID:2814
UMLS:C0279614,DOID:7463
UMLS:C1334575,DOID:7639
UMLS:C0155111,DOID:11031
UMLS:C0154857,DOID:12163
UMLS:C0015645,DOID:9598
UMLS:C1112746,DOID:901
UMLS:C0017494,DOID:4969
UMLS:C0221239,DOID:4776
UMLS:C0280475,DOID:3183
UMLS:C0037822,DOID:92
UMLS:C0026229,DOID:7894
UMLS:C1299238,DOID:2892
UMLS:C0270909,DOID:12527
UMLS:C0279661,DOID:5742
UMLS:C0155115,DOID:11552
UMLS:C0023219,DOID:3142
UMLS:C0153478,DOID:1360
UMLS:C0748616,DOID:3643
UMLS:C0265252,DOID:3783
UMLS:C0221238,DOID:4783
UMLS:C0157456,DOID:10556
UMLS:C0035319,DOID:3611
UMLS:C0029436,DOID:4837
UMLS:C0751882,DOID:3635
UMLS:C0008582,DOID:1562
UMLS:C1332916,DOID:7915
UMLS:C1261331,DOID:13214
UMLS:C0027121,DOID:633
UMLS:C0009250,DOID:5364
UMLS:C0238003,DOID:3608
UMLS:C0346013,DOID:4291
UMLS:C0029534,DOID:2478
UMLS:C1335437,DOID:3688
UMLS:C0002884,DOID:11759
UMLS:C0155774,DOID:866
UMLS:C1332277,DOID:4067
